n,max_N,min_M
8496,9232,1039343
8497,25492,1023083
8498,14344,1034231
8499,38248,1010327
8500,9232,1039343
8501,25504,1023071
8502,48436,1000139
8503,57400,991175
8504,8504,1040071
8505,36340,1012235
8506,12760,1035815
8507,43072,1005503
8508,21544,1027031
8509,25528,1023047
8510,6810136,79334
8511,6810136,79334
8512,8512,1040063
8513,25540,1023035
8514,18196,1030379
8515,38320,1010255
8516,9232,1039343
8517,25552,1023023
8518,19168,1029407
8519,163780,884795
8520,12148,1036427
8521,43144,1005431
8522,12784,1035791
8523,38356,1010219
8524,12148,1036427
8525,25576,1022999
8526,599056,449519
8527,599056,449519
8528,8528,1040047
8529,36448,1012127
8530,138400,910175
8531,138400,910175
8532,8532,1040043
8533,25600,1022975
8534,19204,1029371
8535,57616,990959
8536,8536,1040039
8537,28816,1019759
8538,12808,1035767
8539,64852,983723
8540,14416,1034159
8541,25624,1022951
8542,43252,1005323
8543,129760,918815
8544,8544,1040031
8545,32452,1016123
8546,12820,1035755
8547,38464,1010111
8548,8548,1040027
8549,25648,1022927
8550,19240,1029335
8551,219184,829391
8552,8552,1040023
8553,64960,983615
8554,12832,1035743
8555,38500,1010075
8556,61720,986855
8557,61720,986855
8558,61720,986855
8559,97504,951071
8560,8560,1040015
8561,25684,1022891
8562,14452,1034123
8563,38536,1010039
8564,8564,1040011
8565,25696,1022879
8566,21688,1026887
8567,57832,990743
8568,10852,1037723
8569,164752,883823
8570,12856,1035719
8571,43396,1005179
8572,32560,1016015
8573,32560,1016015
8574,97684,950891
8575,293056,755519
8576,8576,1039999
8577,25732,1022843
8578,12868,1035707
8579,38608,1009967
8580,8580,1039995
8581,25744,1022831
8582,19312,1029263
8583,57940,990635
8584,8584,1039991
8585,48904,999671
8586,12880,1035695
8587,38644,1009931
8588,9664,1038911
8589,25768,1022807
8590,28996,1019579
8591,86992,961583
8592,8592,1039983
8593,25780,1022795
8594,21760,1026815
8595,38680,1009895
8596,8596,1039979
8597,25792,1022783
8598,19348,1029227
8599,58048,990527
8600,8600,1039975
8601,29032,1019543
8602,12904,1035671
8603,98008,950567
8604,176740,871835
8605,176740,871835
8606,176740,871835
8607,147076,901499
8608,8608,1039967
8609,44224,1004351
8610,39364,1009211
8611,39364,1009211
8612,39364,1009211
8613,39364,1009211
8614,39364,1009211
8615,65428,983147
8616,8616,1039959
8617,209680,838895
8618,12928,1035647
8619,95956,952619
8620,1276936,197285
8621,1276936,197285
8622,1276936,197285
8623,118096,930479
8624,9232,1039343
8625,25876,1022699
8626,14560,1034015
8627,38824,1009751
8628,9232,1039343
8629,25888,1022687
8630,32776,1015799
8631,58264,990311
8632,9232,1039343
8633,29140,1019435
8634,12952,1035623
8635,43720,1004855
8636,41524,1007051
8637,41524,1007051
8638,65608,982967
8639,897856,150719
8640,8640,1039935
8641,27700,1020875
8642,83104,965471
8643,83104,965471
8644,8644,1039931
8645,25936,1022639
8646,19456,1029119
8647,58372,990203
8648,9232,1039343
8649,43792,1004783
8650,12976,1035599
8651,38932,1009643
8652,9736,1038839
8653,25960,1022615
8654,49300,999275
8655,87640,960935
8656,8656,1039919
8657,25972,1022603
8658,32884,1015691
8659,38968,1009607
8660,8660,1039915
8661,25984,1022591
8662,24676,1023899
8663,58480,990095
8664,9232,1039343
8665,29248,1019327
8666,13000,1035575
8667,65824,982751
8668,14632,1033943
8669,26008,1022567
8670,166696,881879
8671,166696,881879
8672,8672,1039903
8673,49408,999167
8674,13012,1035563
8675,39040,1009535
8676,13912,1034663
8677,26032,1022543
8678,19528,1029047
8679,400948,647627
8680,8680,1039895
8681,74176,974399
8682,13024,1035551
8683,281716,766859
8684,10996,1037579
8685,26056,1022519
8686,29320,1019255
8687,250504,798071
8688,9232,1039343
8689,26068,1022507
8690,20896,1027679
8691,39112,1009463
8692,9232,1039343
8693,26080,1022495
8694,225988,822587
8695,225988,822587
8696,24784,1023791
8697,190996,857579
8698,24784,1023791
8699,190996,857579
8700,74356,974219
8701,74356,974219
8702,223072,825503
8703,952864,95711
8704,8704,1039871
8705,26116,1022459
8706,13060,1035515
8707,39184,1009391
8708,9232,1039343
8709,26128,1022447
8710,19600,1028975
8711,58804,989771
8712,8712,1039863
8713,44116,1004459
8714,13072,1035503
8715,39220,1009355
8716,9808,1038767
8717,26152,1022423
8718,29428,1019147
8719,88288,960287
8720,8720,1039855
8721,26164,1022411
8722,22084,1026491
8723,39256,1009319
8724,8724,1039851
8725,26176,1022399
8726,19636,1028939
8727,58912,989663
8728,8728,1039847
8729,29464,1019111
8730,13096,1035479
8731,149200,899375
8732,14740,1033835
8733,26200,1022375
8734,44224,1004351
8735,132676,915899
8736,8736,1039839
8737,26212,1022363
8738,13108,1035467
8739,39328,1009247
8740,95956,952619
8741,95956,952619
8742,95956,952619
8743,95956,952619
8744,8744,1039831
8745,112084,936491
8746,13120,1035455
8747,39364,1009211
8748,10528,1038047
8749,26248,1022327
8750,29536,1019039
8751,189268,859307
8752,8752,1039823
8753,26260,1022315
8754,14776,1033799
8755,39400,1009175
8756,8756,1039819
8757,26272,1022303
8758,250504,798071
8759,250504,798071
8760,8760,1039815
8761,94768,953807
8762,13144,1035431
8763,44368,1004207
8764,22192,1026383
8765,26296,1022279
8766,66580,981995
8767,199744,848831
8768,9232,1039343
8769,26308,1022267
8770,13156,1035419
8771,39472,1009103
8772,9232,1039343
8773,26320,1022255
8774,19744,1028831
8775,59236,989339
8776,9232,1039343
8777,44440,1004135
8778,13168,1035407
8779,39508,1009067
8780,9880,1038695
8781,26344,1022231
8782,33352,1015223
8783,88936,959639
8784,9232,1039343
8785,26356,1022219
8786,50056,998519
8787,50056,998519
8788,9232,1039343
8789,26368,1022207
8790,19780,1028795
8791,59344,989231
8792,8792,1039783
8793,42280,1006295
8794,13192,1035383
8795,84544,964031
8796,14848,1033727
8797,26392,1022183
8798,67768,980807
8799,133648,914927
8800,9232,1039343
8801,33424,1015151
8802,13204,1035371
8803,39616,1008959
8804,9232,1039343
8805,26416,1022159
8806,19816,1028759
8807,150496,898079
8808,9232,1039343
8809,66904,981671
8810,13216,1035359
8811,39652,1008923
8812,25108,1023467
8813,26440,1022135
8814,29752,1018823
8815,100420,948155
8816,8816,1039759
8817,26452,1022123
8818,80512,968063
8819,80512,968063
8820,8820,1039755
8821,26464,1022111
8822,22336,1026239
8823,59560,989015
8824,11176,1037399
8825,50272,998303
8826,13240,1035335
8827,44692,1003883
8828,190996,857579
8829,190996,857579
8830,190996,857579
8831,381976,666599
8832,8832,1039743
8833,37744,1010831
8834,13252,1035323
8835,39760,1008815
8836,9448,1039127
8837,26512,1022063
8838,19888,1028687
8839,59668,988907
8840,9232,1039343
8841,75544,973031
8842,13264,1035311
8843,39796,1008779
8844,9952,1038623
8845,26536,1022039
8846,85048,963527
8847,89584,958991
8848,9232,1039343
8849,26548,1022027
8850,22408,1026167
8851,39832,1008743
8852,9232,1039343
8853,26560,1022015
8854,19924,1028651
8855,59776,988799
8856,9232,1039343
8857,45520,1003055
8858,13288,1035287
8859,255472,793103
8860,345544,703031
8861,345544,703031
8862,345544,703031
8863,227176,821399
8864,8864,1039711
8865,182068,866507
8866,18952,1029623
8867,39904,1008671
8868,95956,952619
8869,95956,952619
8870,95956,952619
8871,75796,972779
8872,8872,1039703
8873,575728,472847
8874,13312,1035263
8875,39940,1008635
8876,9988,1038587
8877,26632,1021943
8878,29968,1018607
8879,89908,958667
8880,8880,1039695
8881,250504,798071
8882,250504,798071
8883,250504,798071
8884,8884,1039691
8885,26656,1021919
8886,33748,1014827
8887,59992,988583
8888,8888,1039687
8889,250504,798071
8890,13336,1035239
8891,45016,1003559
8892,250504,798071
8893,250504,798071
8894,250504,798071
8895,486952,561623
8896,8896,1039679
8897,26692,1021883
8898,16900,1031675
8899,40048,1008527
8900,9232,1039343
8901,26704,1021871
8902,20032,1028543
8903,60100,988475
8904,9232,1039343
8905,45088,1003487
8906,13360,1035215
8907,40084,1008491
8908,10024,1038551
8909,26728,1021847
8910,114208,934367
8911,114208,934367
8912,8912,1039663
8913,26740,1021835
8914,33856,1014719
8915,40120,1008455
8916,8916,1039659
8917,26752,1021823
8918,20068,1028507
8919,60208,988367
8920,14308,1034267
8921,30112,1018463
8922,14308,1034267
8923,67768,980807
8924,15064,1033511
8925,26776,1021799
8926,50848,997727
8927,135592,912983
8928,8928,1039647
8929,85840,962735
8930,13396,1035179
8931,40192,1008383
8932,9232,1039343
8933,26800,1021775
8934,20104,1028471
8935,1100608,70259
8936,8936,1039639
8937,85912,962663
8938,13408,1035167
8939,50920,997655
8940,11320,1037255
8941,26824,1021751
8942,30184,1018391
8943,619648,428927
8944,8944,1039631
8945,26836,1021739
8946,86020,962555
8947,86020,962555
8948,8948,1039627
8949,26848,1021727
8950,22660,1025915
8951,60424,988151
8952,17008,1031567
8953,34000,1014575
8954,17008,1031567
8955,76516,972059
8956,51028,997547
8957,51028,997547
8958,153088,895487
8959,497176,551399
8960,8960,1039615
8961,26884,1021691
8962,13444,1035131
8963,40336,1008239
8964,8964,1039611
8965,26896,1021679
8966,20176,1028399
8967,60532,988043
8968,8968,1039607
8969,45412,1003163
8970,13456,1035119
8971,40372,1008203
8972,10096,1038479
8973,26920,1021655
8974,30292,1018283
8975,90880,957695
8976,8976,1039599
8977,26932,1021643
8978,25576,1022999
8979,40408,1008167
8980,8980,1039595
8981,26944,1021631
8982,138400,910175
8983,138400,910175
8984,8984,1039591
8985,138400,910175
8986,13480,1035095
8987,345544,703031
8988,15172,1033403
8989,26968,1021607
8990,45520,1003055
8991,136564,912011
8992,8992,1039583
8993,26980,1021595
8994,13492,1035083
8995,40480,1008095
8996,11392,1037183
8997,26992,1021583
8998,20248,1028327
8999,129760,918815
9000,9000,1039575
9001,102544,946031
9002,13504,1035071
9003,40516,1008059
9004,10132,1038443
9005,27016,1021559
9006,30400,1018175
9007,91204,957371
9008,9008,1039567
9009,27028,1021547
9010,15208,1033367
9011,40552,1008023
9012,9012,1039563
9013,27040,1021535
9014,61720,986855
9015,61720,986855
9016,21688,1026887
9017,30436,1018139
9018,21688,1026887
9019,45664,1002911
9020,22840,1025735
9021,27064,1021511
9022,250504,798071
9023,250504,798071
9024,9024,1039551
9025,27076,1021499
9026,32560,1016015
9027,40624,1007951
9028,9028,1039547
9029,27088,1021487
9030,20320,1028255
9031,146500,902075
9032,9032,1039543
9033,45736,1002839
9034,13552,1035023
9035,40660,1007915
9036,10168,1038407
9037,27112,1021463
9038,34324,1014251
9039,91528,957047
9040,9040,1039535
9041,48904,999671
9042,77272,971303
9043,77272,971303
9044,9044,1039531
9045,27136,1021439
9046,28996,1019579
9047,61072,987503
9048,9048,1039527
9049,30544,1018031
9050,13576,1034999
9051,69712,978863
9052,15280,1033295
9053,27160,1021415
9054,45844,1002731
9055,137536,911039
9056,9232,1039343
9057,58048,990527
9058,13588,1034987
9059,40768,1007807
9060,9232,1039343
9061,27184,1021391
9062,20392,1028183
9063,392020,656555
9064,9232,1039343
9065,176740,871835
9066,13600,1034975
9067,40804,1007771
9068,39364,1009211
9069,39364,1009211
9070,39364,1009211
9071,103336,945239
9072,9232,1039343
9073,27220,1021355
9074,15316,1033259
9075,40840,1007735
9076,9232,1039343
9077,27232,1021343
9078,1276936,197285
9079,1276936,197285
9080,14560,1034015
9081,314656,733919
9082,14560,1034015
9083,118096,930479
9084,34504,1014071
9085,34504,1014071
9086,1276936,197285
9087,1276936,197285
9088,9232,1039343
9089,32776,1015799
9090,41524,1007051
9091,41524,1007051
9092,65608,982967
9093,65608,982967
9094,65608,982967
9095,61396,987179
9096,9096,1039479
9097,560356,488219
9098,13648,1034927
9099,897856,150719
9100,10240,1038335
9101,27304,1021271
9102,83104,965471
9103,92176,956399
9104,9104,1039471
9105,27316,1021259
9106,23056,1025519
9107,40984,1007591
9108,9108,1039467
9109,27328,1021247
9110,20500,1028075
9111,61504,987071
9112,9112,1039463
9113,30760,1017815
9114,13672,1034903
9115,103840,944735
9116,25972,1022603
9117,27352,1021223
9118,46168,1002407
9119,155824,892751
9120,9232,1039343
9121,27364,1021211
9122,13684,1034891
9123,41056,1007519
9124,17332,1031243
9125,27376,1021199
9126,20536,1028039
9127,69316,979259
9128,9232,1039343
9129,156004,892571
9130,13696,1034879
9131,41092,1007483
9132,13012,1035563
9133,27400,1021175
9134,30832,1017743
9135,92500,956075
9136,9136,1039439
9137,27412,1021163
9138,15424,1033151
9139,41128,1007447
9140,9140,1039435
9141,27424,1021151
9142,34720,1013855
9143,61720,986855
9144,9144,1039431
9145,30868,1017707
9146,13720,1034855
9147,46312,1002263
9148,250504,798071
9149,250504,798071
9150,250504,798071
9151,593728,454847
9152,9232,1039343
9153,27460,1021115
9154,26080,1022495
9155,41200,1007375
9156,9232,1039343
9157,27472,1021103
9158,20608,1027967
9159,225988,822587
9160,9232,1039343
9161,46384,1002191
9162,13744,1034831
9163,41236,1007339
9164,10312,1038263
9165,27496,1021079
9166,223072,825503
9167,223072,825503
9168,9232,1039343
9169,27508,1021067
9170,39184,1009391
9171,41272,1007303
9172,9232,1039343
9173,27520,1021055
9174,58804,989771
9175,61936,986639
9176,9176,1039399
9177,30976,1017599
9178,13768,1034807
9179,69712,978863
9180,15496,1033079
9181,27544,1021031
9182,8153620,58746
9183,8153620,58746
9184,9184,1039391
9185,55888,992687
9186,13780,1034795
9187,41344,1007231
9188,9188,1039387
9189,27568,1021007
9190,20680,1027895
9191,104704,943871
9192,9192,1039383
9193,176740,871835
9194,13792,1034783
9195,78568,970007
9196,44224,1004351
9197,44224,1004351
9198,44224,1004351
9199,157192,891383
9200,13120,1035455
9201,27604,1020971
9202,17476,1031099
9203,41416,1007159
9204,13120,1035455
9205,27616,1020959
9206,95956,952619
9207,95956,952619
9208,39364,1009211
9209,95956,952619
9210,39364,1009211
9211,95956,952619
9212,118096,930479
9213,118096,930479
9214,1276936,197285
9215,1276936,197285
9216,9216,1039359
9217,27652,1020923
9218,13828,1034747
9219,41488,1007087
9220,9232,1039343
9221,27664,1020911
9222,20752,1027823
9223,62260,986315
9224,9232,1039343
9225,250504,798071
9226,13840,1034735
9227,41524,1007051
9228,10384,1038191
9229,27688,1020887
9230,31156,1017419
9231,93472,955103
9232,9232,1039343
9233,27700,1020875
9234,23380,1025195
9235,41560,1007015
9236,9236,1039339
9237,27712,1020863
9238,20788,1027787
9239,62368,986207
9240,9240,1039335
9241,31192,1017383
9242,13864,1034711
9243,899584,148991
9244,15604,1032971
9245,27736,1020839
9246,46816,1001759
9247,399976,648599
9248,9248,1039327
9249,33352,1015223
9250,13876,1034699
9251,41632,1006943
9252,11716,1036859
9253,27760,1020815
9254,20824,1027751
9255,70288,978287
9256,9256,1039319
9257,975400,73175
9258,13888,1034687
9259,41668,1006907
9260,10420,1038155
9261,27784,1020791
9262,31264,1017311
9263,93796,954779
9264,9264,1039311
9265,27796,1020779
9266,15640,1032935
9267,41704,1006871
9268,9268,1039307
9269,27808,1020767
9270,79216,969359
9271,79216,969359
9272,9272,1039303
9273,31300,1017275
9274,13912,1034663
9275,46960,1001615
9276,23488,1025087
9277,27832,1020743
9278,70468,978107
9279,211408,837167
9280,9280,1039295
9281,27844,1020731
9282,13924,1034651
9283,41776,1006799
9284,9284,1039291
9285,27856,1020719
9286,20896,1027679
9287,225988,822587
9288,190996,857579
9289,80512,968063
9290,190996,857579
9291,41812,1006763
9292,190996,857579
9293,190996,857579
9294,35296,1013279
9295,94120,954455
9296,9296,1039279
9297,190996,857579
9298,67048,981527
9299,67048,981527
9300,9300,1039275
9301,27904,1020671
9302,20932,1027643
9303,62800,985775
9304,9304,1039271
9305,31408,1017167
9306,13960,1034615
9307,119284,929291
9308,15712,1032863
9309,27928,1020647
9310,59668,988907
9311,141424,907151
9312,9312,1039263
9313,35368,1013207
9314,13972,1034603
9315,41920,1006655
9316,9316,1039259
9317,27952,1020623
9318,20968,1027607
9319,179152,869423
9320,9320,1039255
9321,70792,977783
9322,13984,1034591
9323,41956,1006619
9324,59776,988799
9325,59776,988799
9326,59776,988799
9327,119536,929039
9328,9328,1039247
9329,27988,1020587
9330,345544,703031
9331,345544,703031
9332,9332,1039243
9333,28000,1020575
9334,23632,1024943
9335,63016,985559
9336,11824,1036751
9337,53188,995387
9338,14008,1034567
9339,47284,1001291
9340,95956,952619
9341,95956,952619
9342,106432,942143
9343,319300,729275
9344,9344,1039231
9345,575728,472847
9346,14020,1034555
9347,42064,1006511
9348,9348,1039227
9349,28048,1020527
9350,21040,1027535
9351,63124,985451
9352,9352,1039223
9353,269728,778847
9354,14032,1034543
9355,250504,798071
9356,10528,1038047
9357,28072,1020503
9358,31588,1016987
9359,94768,953807
9360,9360,1039215
9361,28084,1020491
9362,23704,1024871
9363,42136,1006439
9364,9364,1039211
9365,28096,1020479
9366,21076,1027499
9367,63232,985343
9368,9368,1039207
9369,31624,1016951
9370,14056,1034519
9371,144340,904235
9372,17800,1030775
9373,28120,1020455
9374,47464,1001111
9375,360448,688127
9376,9376,1039199
9377,60100,988475
9378,14068,1034507
9379,42208,1006367
9380,26728,1021847
9381,28144,1020431
9382,26728,1021847
9383,120256,928319
9384,9384,1039191
9385,240568,808007
9386,14080,1034495
9387,42244,1006331
9388,14308,1034267
9389,28168,1020407
9390,31696,1016879
9391,95092,953483
9392,9392,1039183
9393,28180,1020395
9394,15856,1032719
9395,42280,1006295
9396,9396,1039179
9397,28192,1020383
9398,67768,980807
9399,67768,980807
9400,9400,1039175
9401,50848,997727
9402,14104,1034471
9403,135592,912983
9404,23812,1024763
9405,28216,1020359
9406,71440,977135
9407,214324,834251
9408,9408,1039167
9409,28228,1020347
9410,17872,1030703
9411,42352,1006223
9412,9412,1039163
9413,28240,1020335
9414,21184,1027391
9415,63556,985019
9416,9416,1039159
9417,47680,1000895
9418,14128,1034447
9419,42388,1006187
9420,10600,1037975
9421,28264,1020311
9422,80512,968063
9423,95416,953159
9424,9424,1039151
9425,28276,1020299
9426,35800,1012775
9427,42424,1006151
9428,9428,1039147
9429,28288,1020287
9430,21220,1027355
9431,63664,984911
9432,13444,1035131
9433,31840,1016735
9434,14152,1034423
9435,71656,976919
9436,15928,1032647
9437,28312,1020263
9438,53764,994811
9439,143368,905207
9440,9440,1039135
9441,121012,927563
9442,14164,1034411
9443,42496,1006079
9444,10096,1038479
9445,28336,1020239
9446,21256,1027319
9447,107620,940955
9448,9448,1039127
9449,71764,976811
9450,14176,1034399
9451,60568,988007
9452,11968,1036607
9453,28360,1020215
9454,31912,1016663
9455,817936,230639
9456,9456,1039119
9457,28372,1020203
9458,26944,1021631
9459,42568,1006007
9460,9460,1039115
9461,28384,1020191
9462,23956,1024619
9463,63880,984695
9464,45520,1003055
9465,35944,1012631
9466,45520,1003055
9467,345544,703031
9468,53944,994631
9469,53944,994631
9470,182068,866507
9471,485512,563063
9472,9472,1039103
9473,28420,1020155
9474,20248,1028327
9475,42640,1005935
9476,9476,1039099
9477,28432,1020143
9478,21328,1027247
9479,129760,918815
9480,21688,1026887
9481,102544,946031
9482,21688,1026887
9483,42676,1005899
9484,21688,1026887
9485,28456,1020119
9486,32020,1016555
9487,96064,952511
9488,9488,1039087
9489,28468,1020107
9490,40552,1008023
9491,42712,1005863
9492,9492,1039083
9493,28480,1020095
9494,21688,1026887
9495,64096,984479
9496,9496,1039079
9497,32056,1016519
9498,14248,1034327
9499,410884,637691
9500,250504,798071
9501,250504,798071
9502,250504,798071
9503,144340,904235
9504,9504,1039071
9505,28516,1020059
9506,14260,1034315
9507,42784,1005791
9508,12040,1036535
9509,28528,1020047
9510,21400,1027175
9511,72232,976343
9512,9512,1039063
9513,146500,902075
9514,14272,1034303
9515,42820,1005755
9516,10708,1037867
9517,28552,1020023
9518,32128,1016447
9519,96388,952187
9520,9520,1039055
9521,28564,1020011
9522,16072,1032503
9523,42856,1005719
9524,9524,1039051
9525,28576,1019999
9526,695464,353111
9527,695464,353111
9528,15280,1033295
9529,61072,987503
9530,15280,1033295
9531,48256,1000319
9532,24136,1024439
9533,28600,1019975
9534,122200,926375
9535,217240,831335
9536,9536,1039039
9537,28612,1019963
9538,14308,1034267
9539,42928,1005647
9540,39364,1009211
9541,39364,1009211
9542,39364,1009211
9543,122308,926267
9544,39364,1009211
9545,48328,1000247
9546,39364,1009211
9547,42964,1005611
9548,39364,1009211
9549,39364,1009211
9550,40804,1007771
9551,96712,951863
9552,9552,1039023
9553,103336,945239
9554,275560,773015
9555,275560,773015
9556,9556,1039019
9557,28672,1019903
9558,21508,1027067
9559,64528,984047
9560,9560,1039015
9561,32272,1016303
9562,14344,1034231
9563,1276936,197285
9564,16144,1032431
9565,28696,1019879
9566,48436,1000139
9567,145312,903263
9568,9568,1039007
9569,36340,1012235
9570,14356,1034219
9571,43072,1005503
9572,9572,1039003
9573,28720,1019855
9574,21544,1027031
